hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay
Luxury Resort,0,209,2016,August,32,2,2,9,2,2.0,0,SB,SWE,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,Not Applicable,0,Regular,162.0,0,1,Checked-Out,13-08-2016,11,Summer,1,4.0,1
Urban Hotel,1,104,2015,December,49,3,0,3,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,55.0,Not Applicable,0,Regular,75.0,0,0,Cancelled,07-09-2015,3,Winter,0,2.0,0
Urban Hotel,0,11,2015,October,43,23,0,1,2,0.0,0,SB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,136.0,0,0,Checked-Out,24-10-2015,1,Autumn,0,2.0,0
Urban Hotel,1,278,2015,July,30,22,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,1,0,A,A,0,No Deposit,1.0,Not Applicable,0,Corporate Contract,103.84,0,0,Cancelled,01-01-2015,2,Summer,0,2.0,0
Luxury Resort,1,166,2015,July,29,15,0,2,2,0.0,0,FB,PRT,Group Bookings,TA/TO,0,24,0,A,A,0,Non Refund,,Not Applicable,0,Regular,121.5,0,0,Cancelled,28-04-2015,2,Summer,0,2.0,0
Luxury Resort,1,65,2016,October,44,24,1,3,2,0.0,0,SB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,68.0,0,0,Cancelled,20-08-2016,4,Autumn,0,2.0,0
Urban Hotel,0,7,2015,October,43,22,0,1,1,0.0,0,SB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Regular,65.0,0,0,Checked-Out,23-10-2015,1,Autumn,0,1.0,0
Luxury Resort,0,142,2017,April,15,9,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,Not Applicable,0,Regular,84.49,0,2,Checked-Out,15-04-2017,6,Spring,0,2.0,0
Luxury Resort,0,2,2015,August,34,16,2,1,2,0.0,1,SB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,Not Applicable,0,Regular,159.33,0,3,Checked-Out,19-08-2015,3,Summer,1,3.0,0
Urban Hotel,0,31,2016,May,19,5,0,3,2,0.0,0,HB,FRA,Group Bookings,TA/TO,0,0,0,A,D,0,No Deposit,1.0,Not Applicable,0,Regular-Party,81.67,0,0,Checked-Out,08-05-2016,3,Spring,0,2.0,0
Urban Hotel,0,3,2017,July,29,20,0,1,2,1.0,0,SB,SWE,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,9.0,Not Applicable,0,Regular,103.84,0,2,Checked-Out,21-07-2017,1,Summer,1,3.0,0
Urban Hotel,0,6,2015,November,46,9,1,2,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,Not Applicable,0,Regular,80.0,0,0,Checked-Out,12-11-2015,3,Autumn,0,2.0,0
Luxury Resort,1,266,2017,April,17,25,0,3,2,0.0,0,SB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,81.0,0,1,Cancelled,04-08-2016,3,Spring,0,2.0,0
Urban Hotel,1,9,2017,April,13,1,2,4,2,2.0,0,SB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,Not Applicable,0,Regular,224.0,0,0,Cancelled,25-03-2017,6,Spring,1,4.0,0
Luxury Resort,0,221,2015,October,41,10,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208.0,Not Applicable,0,Regular-Party,74.0,0,1,Checked-Out,12-10-2015,2,Autumn,0,2.0,0
Luxury Resort,0,9,2016,October,42,9,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,139.67,0,2,Checked-Out,12-10-2016,3,Autumn,0,2.0,0
Urban Hotel,1,31,2017,July,29,18,0,3,2,0.0,0,SC,Unknown,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,140.0,0,1,No-Show,18-07-2017,3,Summer,0,2.0,0
Urban Hotel,1,44,2017,January,1,4,0,4,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,88.4,0,0,Cancelled,23-11-2016,4,Winter,0,2.0,0
Urban Hotel,1,76,2016,July,29,13,0,4,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,Not Applicable,0,Regular,79.56,0,0,Cancelled,03-05-2016,4,Summer,0,2.0,0
Urban Hotel,0,40,2016,March,11,7,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,73.1,0,1,Checked-Out,10-03-2016,3,Spring,0,2.0,0
Luxury Resort,1,289,2016,September,39,24,2,1,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,96.0,Not Applicable,0,Regular-Party,64.0,0,0,Cancelled,19-05-2016,3,Autumn,0,2.0,0
Urban Hotel,0,64,2015,October,40,1,2,4,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,19.0,Not Applicable,59,Regular-Party,100.0,0,0,Checked-Out,07-10-2015,6,Autumn,0,1.0,0
Urban Hotel,0,28,2016,October,42,12,0,1,1,0.0,0,SB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,,219.0,0,Regular,98.0,1,1,Checked-Out,13-10-2016,1,Autumn,0,1.0,0
Urban Hotel,0,174,2017,July,29,19,0,3,2,0.0,0,SB,NLD,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,30.0,Not Applicable,0,Regular,80.1,0,0,Checked-Out,22-07-2017,3,Summer,0,2.0,0
Luxury Resort,1,4,2017,February,7,18,0,1,2,0.0,0,SB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,390.0,Not Applicable,0,Regular,40.0,0,0,Cancelled,18-02-2017,1,Winter,0,2.0,0
Luxury Resort,1,314,2016,September,37,7,2,7,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,90.0,0,1,Cancelled,08-03-2016,9,Autumn,0,2.0,1
Urban Hotel,1,94,2016,August,34,14,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,152.1,0,0,Cancelled,29-05-2016,4,Summer,0,2.0,0
Urban Hotel,1,77,2016,April,16,14,0,1,1,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,90.9,0,1,No-Show,14-04-2016,1,Spring,0,1.0,0
Luxury Resort,1,128,2017,July,28,12,2,5,2,0.0,0,SB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,164.29,0,1,Cancelled,07-03-2017,7,Summer,0,2.0,1
Urban Hotel,0,56,2017,March,13,31,0,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,93.6,0,2,Checked-Out,02-04-2017,2,Spring,0,1.0,0
Urban Hotel,1,25,2016,December,53,25,2,0,2,0.0,0,HB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,152.0,0,0,Cancelled,06-12-2016,2,Winter,0,2.0,0
Urban Hotel,1,105,2017,May,20,19,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,160.0,0,0,Cancelled,03-02-2017,2,Spring,0,1.0,0
Urban Hotel,0,0,2015,July,31,28,0,0,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,103.84,0,0,Checked-Out,28-07-2015,0,Summer,0,2.0,0
Urban Hotel,0,76,2015,November,46,8,2,1,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular,49.07,0,0,Checked-Out,11-11-2015,3,Autumn,0,2.0,0
Urban Hotel,0,234,2017,August,34,22,0,3,2,0.0,0,SB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,Not Applicable,0,Regular,80.1,0,1,Checked-Out,25-08-2017,3,Summer,0,2.0,0
Urban Hotel,0,66,2017,April,13,1,1,1,2,0.0,0,SB,CHE,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,Not Applicable,0,Regular,75.0,0,0,Checked-Out,03-04-2017,2,Spring,0,2.0,0
Urban Hotel,1,154,2016,October,41,7,1,2,1,0.0,0,SB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,113.4,0,0,Cancelled,13-08-2016,3,Autumn,0,1.0,0
Urban Hotel,1,87,2017,August,31,1,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,125.0,0,1,Cancelled,14-07-2017,3,Summer,0,2.0,0
Urban Hotel,1,81,2016,October,43,21,2,4,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,123.0,0,2,Cancelled,14-10-2016,6,Autumn,0,2.0,0
Urban Hotel,0,79,2016,April,18,28,0,1,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,Not Applicable,0,Regular,109.8,0,1,Checked-Out,29-04-2016,1,Spring,0,2.0,0
Luxury Resort,0,166,2016,October,41,2,2,2,2,0.0,0,SB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,Not Applicable,0,Regular,46.0,0,0,Checked-Out,06-10-2016,4,Autumn,0,2.0,0
Urban Hotel,0,86,2015,September,39,24,0,2,1,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12.0,Not Applicable,0,Regular-Party,87.5,0,0,Checked-Out,26-09-2015,2,Autumn,0,1.0,0
Luxury Resort,0,0,2015,October,41,5,1,0,1,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,Not Applicable,0,Regular,47.0,1,0,Checked-Out,06-10-2015,1,Autumn,0,1.0,0
Urban Hotel,1,281,2015,July,30,25,2,1,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,1,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,62.8,0,0,Cancelled,01-01-2015,3,Summer,0,2.0,0
Urban Hotel,0,34,2017,May,19,9,0,2,1,0.0,0,SB,TUR,Group Bookings,TA/TO,0,0,0,A,A,2,No Deposit,39.0,Not Applicable,0,Regular-Party,130.0,0,0,Checked-Out,11-05-2017,2,Spring,0,1.0,0
Luxury Resort,0,17,2017,January,2,13,1,2,2,0.0,0,SB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,Not Applicable,0,Regular,58.0,0,1,Checked-Out,16-01-2017,3,Winter,0,2.0,0
Urban Hotel,0,1,2016,August,32,4,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,118.0,0,0,Checked-Out,05-08-2016,1,Summer,0,2.0,0
Urban Hotel,1,27,2016,March,13,22,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,129.0,0,0,Cancelled,08-03-2016,3,Spring,0,2.0,0
Urban Hotel,0,102,2015,October,42,16,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular-Party,87.0,0,0,Checked-Out,18-10-2015,2,Autumn,0,1.0,0
Luxury Resort,0,11,2017,February,7,17,0,1,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,Not Applicable,0,Regular,60.0,1,2,Checked-Out,18-02-2017,1,Winter,0,2.0,0
Luxury Resort,1,300,2017,July,30,27,2,7,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147.0,Not Applicable,0,Regular,125.28,0,0,Cancelled,15-06-2017,9,Summer,0,2.0,1
Luxury Resort,0,9,2016,August,32,2,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,251.0,0,0,Checked-Out,04-08-2016,2,Summer,0,2.0,0
Luxury Resort,0,94,2017,April,15,14,0,2,2,0.0,0,SB,PRT,Direct,Direct,1,0,2,E,G,0,No Deposit,,Not Applicable,0,Regular,103.5,0,0,Checked-Out,16-04-2017,2,Spring,0,2.0,0
Luxury Resort,1,218,2015,August,32,7,2,2,2,0.0,0,SB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,134.0,0,1,Cancelled,04-08-2015,4,Summer,0,2.0,0
Urban Hotel,0,0,2016,August,36,31,0,4,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,Not Applicable,0,Regular,95.0,0,0,Checked-Out,04-09-2016,4,Summer,0,2.0,0
Luxury Resort,0,13,2016,October,44,24,1,1,2,0.0,0,SB,Unknown,Group Bookings,Corporate,0,0,0,D,D,1,No Deposit,,Not Applicable,0,Regular-Party,67.0,1,0,Checked-Out,26-10-2016,2,Autumn,0,2.0,0
Urban Hotel,1,103,2016,April,17,19,0,2,1,0.0,0,SB,Unknown,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,Not Applicable,0,Regular,115.0,0,0,Cancelled,25-02-2016,2,Spring,0,1.0,0
Urban Hotel,0,56,2016,August,32,6,1,1,2,1.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,Not Applicable,0,Regular,125.1,0,1,Checked-Out,08-08-2016,2,Summer,1,3.0,0
Urban Hotel,1,182,2017,April,17,26,0,3,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,Not Applicable,0,Regular,130.5,0,1,Cancelled,15-11-2016,3,Spring,0,2.0,0
Urban Hotel,0,19,2016,October,43,21,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,140.0,0,2,Checked-Out,22-10-2016,1,Autumn,0,2.0,0
Luxury Resort,0,36,2016,March,12,16,2,5,1,0.0,0,SB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,69.0,Not Applicable,0,Regular-Party,36.6,1,1,Checked-Out,23-03-2016,7,Spring,0,1.0,1
Luxury Resort,0,2,2016,October,41,2,2,1,2,0.0,0,SB,PRT,Direct,Direct,0,0,5,A,A,0,No Deposit,250.0,Not Applicable,0,Regular,81.0,0,1,Checked-Out,05-10-2016,3,Autumn,0,2.0,0
Urban Hotel,0,2,2016,May,20,9,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,89.0,0,2,Checked-Out,10-05-2016,1,Spring,0,2.0,0
Urban Hotel,0,3,2017,July,28,15,0,1,1,2.0,0,SB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular-Party,143.2,0,2,Checked-Out,16-07-2017,1,Summer,1,3.0,0
Urban Hotel,0,104,2016,July,30,21,1,3,2,0.0,0,SB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,123.3,0,0,Checked-Out,25-07-2016,4,Summer,0,2.0,0
Luxury Resort,0,29,2015,December,52,23,2,5,2,0.0,0,SB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,Not Applicable,0,Regular,71.0,0,1,Checked-Out,30-12-2015,7,Winter,0,2.0,1
Urban Hotel,0,2,2016,June,25,16,0,1,1,0.0,0,SB,PRT,Corporate,Corporate,1,1,15,A,A,0,No Deposit,,40.0,0,Regular,67.0,1,1,Checked-Out,17-06-2016,1,Summer,0,1.0,0
Urban Hotel,0,0,2017,February,5,4,0,1,1,0.0,0,SB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,98.0,0,0,Checked-Out,05-02-2017,1,Winter,0,1.0,0
Luxury Resort,0,2,2016,June,24,8,0,2,1,0.0,0,SB,GBR,Complementary,TA/TO,1,0,1,A,C,0,No Deposit,40.0,Not Applicable,0,Regular,79.49,0,1,Checked-Out,10-06-2016,2,Summer,0,1.0,0
Luxury Resort,0,4,2017,January,4,27,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,79.49,1,1,Checked-Out,29-01-2017,2,Winter,0,2.0,0
Urban Hotel,0,16,2016,November,47,18,1,2,2,0.0,0,SB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,104.67,0,0,Checked-Out,21-11-2016,3,Autumn,0,2.0,0
Luxury Resort,0,364,2016,October,42,12,1,4,2,0.0,1,SB,GBR,Group Bookings,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Regular-Party,66.0,0,1,Checked-Out,17-10-2016,5,Autumn,1,3.0,0
Urban Hotel,0,62,2016,June,26,20,1,2,2,1.0,0,SB,BGR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,Not Applicable,0,Regular,88.8,0,1,Checked-Out,23-06-2016,3,Summer,1,3.0,0
Urban Hotel,1,41,2016,September,37,5,1,2,2,2.0,0,SB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,Not Applicable,0,Regular,174.0,0,0,Cancelled,28-08-2016,3,Autumn,1,4.0,0
Urban Hotel,0,124,2016,April,15,4,1,3,2,0.0,0,HB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,90.0,0,0,Checked-Out,08-04-2016,4,Spring,0,2.0,0
Urban Hotel,1,301,2015,August,33,14,0,2,2,0.0,0,HB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,Not Applicable,0,Regular-Party,101.5,0,0,Cancelled,06-07-2015,2,Summer,0,2.0,0
Urban Hotel,0,7,2016,October,44,26,0,1,2,0.0,0,SB,PRT,Corporate,Corporate,1,0,3,E,E,2,No Deposit,,51.0,0,Regular,109.0,0,0,Checked-Out,27-10-2016,1,Autumn,0,2.0,0
Luxury Resort,0,92,2016,April,17,22,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,6.0,Not Applicable,0,Regular,65.6,0,1,Checked-Out,25-04-2016,3,Spring,0,2.0,0
Urban Hotel,0,34,2017,July,30,28,0,2,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,160.0,0,1,Checked-Out,30-07-2017,2,Summer,0,2.0,0
Urban Hotel,0,14,2016,September,38,11,1,0,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,89.0,0,2,Checked-Out,12-09-2016,1,Autumn,0,1.0,0
Luxury Resort,0,337,2016,October,42,9,2,5,1,0.0,0,HB,GBR,Group Bookings,Direct,0,0,0,A,A,1,No Deposit,273.0,Not Applicable,101,Regular-Party,44.81,0,0,Checked-Out,16-10-2016,7,Autumn,0,1.0,1
Urban Hotel,0,19,2017,May,21,21,2,1,3,0.0,0,SB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,14.0,Not Applicable,0,Regular,256.5,0,1,Checked-Out,24-05-2017,3,Spring,0,3.0,0
Urban Hotel,0,70,2016,October,45,30,2,3,1,0.0,0,SB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,87.48,0,2,Checked-Out,04-11-2016,5,Autumn,0,1.0,0
Luxury Resort,0,138,2016,October,44,26,0,4,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,58.0,0,2,Checked-Out,30-10-2016,4,Autumn,0,2.0,0
Luxury Resort,0,98,2017,July,28,11,0,3,2,2.0,0,SB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,Not Applicable,0,Regular,199.0,0,1,Checked-Out,14-07-2017,3,Summer,1,4.0,0
Urban Hotel,1,29,2017,April,17,29,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,115.0,0,2,Cancelled,07-04-2017,2,Spring,0,2.0,0
Urban Hotel,0,265,2016,June,26,24,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,Not Applicable,0,Regular-Party,87.0,0,0,Checked-Out,26-06-2016,2,Summer,0,1.0,0
Luxury Resort,1,57,2015,December,52,22,0,5,3,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,Not Applicable,0,Regular,54.68,0,1,Cancelled,29-10-2015,5,Winter,0,3.0,0
Luxury Resort,1,348,2017,February,6,7,0,3,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,Not Applicable,0,Regular,41.4,0,0,Cancelled,28-07-2016,3,Winter,0,2.0,0
Urban Hotel,0,1,2016,February,7,10,0,3,1,0.0,0,SB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,86.0,0,0,Checked-Out,13-02-2016,3,Winter,0,1.0,0
Luxury Resort,0,126,2016,August,33,13,4,6,2,1.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,Not Applicable,0,Regular,229.5,1,1,Checked-Out,23-08-2016,10,Summer,1,3.0,1
Urban Hotel,0,49,2017,February,8,20,1,4,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,90.1,0,1,Checked-Out,25-02-2017,5,Winter,0,2.0,0
Urban Hotel,0,163,2016,April,15,9,2,5,2,0.0,0,SB,SWE,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,7.0,Not Applicable,0,Regular,73.37,0,1,Checked-Out,16-04-2016,7,Spring,0,2.0,1
Urban Hotel,0,145,2015,August,35,29,2,1,1,0.0,0,HB,Unknown,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,17.0,Not Applicable,0,Regular-Party,72.5,0,0,Checked-Out,01-09-2015,3,Summer,0,1.0,0
Urban Hotel,1,18,2015,October,40,2,0,2,2,0.0,0,SB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,116.5,0,2,Cancelled,24-09-2015,2,Autumn,0,2.0,0
Urban Hotel,1,52,2016,October,42,10,3,9,2,0.0,0,SB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,139.5,0,0,Cancelled,09-10-2016,12,Autumn,0,2.0,1
Urban Hotel,1,105,2015,December,53,29,0,4,2,0.0,0,SB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8.0,Not Applicable,0,Regular,85.0,0,2,Cancelled,17-09-2015,4,Winter,0,2.0,0
Urban Hotel,0,101,2016,April,18,26,0,1,2,0.0,0,HB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,35.0,Not Applicable,0,Regular-Party,98.0,0,0,Checked-Out,27-04-2016,1,Spring,0,2.0,0
Luxury Resort,0,29,2015,October,43,23,0,2,2,0.0,0,SB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,Not Applicable,0,Regular-Party,56.0,0,2,Checked-Out,25-10-2015,2,Autumn,0,2.0,0
Urban Hotel,0,134,2016,September,39,22,0,3,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,129.6,0,2,Checked-Out,25-09-2016,3,Autumn,0,2.0,0
Urban Hotel,1,80,2017,May,21,21,2,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,Not Applicable,0,Regular,98.1,0,0,Cancelled,02-03-2017,4,Spring,0,2.0,0
Urban Hotel,1,113,2017,June,24,15,0,3,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,Not Applicable,0,Regular,80.1,0,2,No-Show,15-06-2017,3,Summer,0,2.0,0
Urban Hotel,0,1,2015,December,53,27,2,1,1,0.0,0,SB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,40.0,0,Regular,65.0,0,0,Checked-Out,30-12-2015,3,Winter,0,1.0,0
Luxury Resort,0,2,2016,February,7,11,0,2,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,Not Applicable,0,Regular,55.0,1,0,Checked-Out,13-02-2016,2,Winter,0,2.0,0
Urban Hotel,0,17,2015,October,42,16,0,2,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20.0,Not Applicable,17,Regular-Party,48.0,0,0,Checked-Out,18-10-2015,2,Autumn,0,2.0,0
Urban Hotel,0,35,2015,December,52,26,0,1,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,Not Applicable,0,Regular-Party,77.25,0,0,Checked-Out,27-12-2015,1,Winter,0,2.0,0
Urban Hotel,0,0,2015,December,52,25,0,0,2,0.0,0,SB,PRT,Direct,Direct,1,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular,100.0,0,0,Checked-Out,25-12-2015,0,Winter,0,2.0,0
Luxury Resort,0,54,2017,April,14,2,2,2,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,50.85,0,0,Checked-Out,06-04-2017,4,Spring,0,2.0,0
Urban Hotel,0,137,2017,March,10,6,1,1,2,0.0,0,SB,ISR,Group Bookings,TA/TO,0,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular-Party,80.0,0,1,Checked-Out,08-03-2017,2,Spring,0,2.0,0
Luxury Resort,0,339,2016,October,42,11,2,5,1,0.0,0,SB,GBR,Group Bookings,Direct,0,0,0,A,A,1,Refundable,273.0,Not Applicable,150,Regular-Party,44.36,0,0,Checked-Out,18-10-2016,7,Autumn,0,1.0,1
Urban Hotel,0,0,2016,September,38,16,1,2,1,0.0,0,SB,GRC,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,Not Applicable,0,Regular,174.33,0,0,Checked-Out,19-09-2016,3,Autumn,0,1.0,0
